respondent_id,age_category,gender,race_ethnicity,race_hispanic,household_income,income_tier,crypto_heard_of,crypto_invested,crypto_currently_own,crypto_safety_confidence,crypto_reliability_confidence
201701692167,30-49,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Not sure
201701692909,30-49,A woman,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,Nothing at all,,,,
201701692910,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"No, I have not done this",,Not very confident,
201701693435,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701693735,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701694636,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701694992,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","No, I do not",Somewhat confident,Worse than you expected
201701695007,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","No, I do not",Very confident,About the same as you expected
201701695713,30-49,A woman,White,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701696926,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701696980,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701697127,50-64,A man,White,White non-Hispanic,"$60,000 to less than $70,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701697440,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Extremely confident,Better than you expected
201701698191,65+,A man,White,White non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701698256,50-64,A woman,Black or African-American,Black non-Hispanic,"$70,000 to less than $80,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701699002,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701699243,30-49,A woman,White,White non-Hispanic,"$80,000 to less than $90,000",Upper income,A lot,"No, I have not done this",,Somewhat confident,
201701699356,30-49,A man,White,White non-Hispanic,"Less than $30,000",Refused,A little,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201701699384,50-64,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701699659,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701701177,65+,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701701371,18-29,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,Nothing at all,,,,
201701701816,50-64,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701704165,65+,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701704174,30-49,A man,Mixed Race,Other,"$100,000 or more",Refused,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701704220,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701704989,30-49,A man,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A lot,"No, I have not done this",,Not very confident,
201701705856,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701706522,65+,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","No, I do not",Somewhat confident,Worse than you expected
201701707240,50-64,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701707483,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not very confident,
201701708038,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701708598,50-64,A man,White,Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701710347,50-64,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A lot,"Yes, I have done this","Yes, I do",Not at all confident,About the same as you expected
201701710900,50-64,A man,Or some other race,Other,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201701711715,65+,A man,White,Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701712221,65+,A woman,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701712793,65+,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701713166,50-64,A woman,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701713201,65+,A man,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701713877,65+,A man,White,White non-Hispanic,"$90,000 to less than $100,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701714612,30-49,A man,Black or African-American,Black non-Hispanic,"$90,000 to less than $100,000",Upper income,A little,"No, I have not done this",,Not very confident,
201701715235,50-64,A woman,Black or African-American,Black non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Somewhat confident,
201701715293,65+,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Better than you expected
201701715644,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701715648,30-49,A man,White,White non-Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Somewhat confident,
201701716802,65+,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"No, I have not done this",,Not at all confident,
201701717168,50-64,A man,Black or African-American,Black non-Hispanic,"$80,000 to less than $90,000",Middle income,A lot,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201701717300,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Very confident,About the same as you expected
201701717806,50-64,A man,White,White non-Hispanic,"$30,000 to less than $40,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701717982,50-64,A woman,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701719226,50-64,A woman,Black or African-American,Black non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701720287,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not very confident,
201701720640,30-49,A woman,Or some other race,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701721305,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201701721736,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,Worse than you expected
201701722184,30-49,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701722580,30-49,A man,Asian or Asian-American,Asian non-Hispanic,"Less than $30,000",Lower income,Nothing at all,,,,
201701722944,50-64,A man,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A lot,"No, I have not done this",,Not at all confident,
201701723066,50-64,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701723539,65+,A woman,White,White non-Hispanic,Refused,Refused,A little,"No, I have not done this",,Not very confident,
201701723603,18-29,A woman,White,White non-Hispanic,"$40,000 to less than $50,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701723640,50-64,A man,White,Hispanic,"$100,000 or more",Middle income,A little,"Yes, I have done this","Yes, I do",Somewhat confident,About the same as you expected
201701724134,50-64,A woman,Asian or Asian-American,Asian non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Not at all confident,
201701724208,50-64,A man,Or some other race,Other,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not very confident,
201701724617,30-49,A man,Mixed Race,Hispanic,"$100,000 or more",Middle income,A little,"No, I have not done this",,Not very confident,
201701725198,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"No, I have not done this",,Somewhat confident,
201701725880,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701726110,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201701727498,30-49,A man,White,Hispanic,"$100,000 or more",Middle income,A lot,"Yes, I have done this","Yes, I do",Somewhat confident,Worse than you expected
201701728224,65+,A woman,White,White non-Hispanic,"$50,000 to less than $60,000",Middle income,A little,"No, I have not done this",,Not at all confident,
201701728973,50-64,A man,Black or African-American,Black non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Very confident,Better than you expected
201701729596,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A little,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701730250,50-64,A man,Or some other race,Hispanic,"$30,000 to less than $40,000",Lower income,Nothing at all,,,,
201701730532,50-64,A man,Mixed Race,Hispanic,"$90,000 to less than $100,000",Middle income,A little,"Yes, I have done this","Yes, I do",Not very confident,About the same as you expected
201701730585,65+,A woman,White,White non-Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
201701731382,30-49,A woman,Or some other race,Hispanic,"Less than $30,000",Lower income,A little,"No, I have not done this",,Somewhat confident,
201701732371,30-49,A man,White,White non-Hispanic,"$100,000 or more",Upper income,A lot,"Yes, I have done this","Yes, I do",Not very confident,Worse than you expected
201701732803,50-64,A man,Mixed Race,Other,"Less than $30,000",Lower income,A little,"No, I have not done this",,Not at all confident,
